numfac|item|codart|descrip|cantidad|precio|desc|tot_ren|emision|grupo
107567|5|517504H050|MOZO DELT HYUNDAI H1 09|7|102.34|0|716.38|2023-01-09 00:00:00|H1
107568|1|56820-38900|TERMINAL DIRECCION SONATA 2001-2005 DER|8|12.08|0|96.64|2023-12-10 00:00:00|OTROS
107569|1|22441-2E000|EMPACADURA TAPA VALVULA HYUNDAI TUCSON 2015|4|10.93|0|43.72|2023-02-03 00:00:00|TUCSO
107570|1|23040-26101-075|JGO. ANILLO HYUNDAI GETZ 1.6/ELAN 1.6 0.30 (0.75) TIK R2H7 2.5|4|27.34|0|109.36|2023-06-11 00:00:00|ELGTZ
107571|1|25215-4Z020-SEO|CORREA ALTERNADOR KIA PREGIO SEONG|7|11.21|0|78.47|2023-07-02 00:00:00|PREGI
107572|1|93490-2K200|CABLE ESPIRAL HYUNDAI TUCSON IX35|6|29.33|0|175.98|2023-12-05 00:00:00|TUCSO
107572|2|26300-2Y500|FILTRO ACEITE KIA RIO KOREA (02500)|5|4.58|0|22.90|2023-12-05 00:00:00|RIO
107572|3|K0AD4-10270|JGO. EMPACADURA KIA SPORTAGE 2.7|9|141.73|0|1275.57|2023-12-05 00:00:00|SPTFE
107573|1|57724-2D000|ROTULA ELANTRA XD|8|13.80|0|110.40|2023-12-22 00:00:00|ELGTZ
107573|2|21811-4A200|BASE MOTOR RH/LH HYUNDAI H1 07 (4A000)|7|19.70|0|137.90|2023-12-22 00:00:00|H1
107573|3|25500-22500|TERMOSTATO HYUNDAI ACCENT 1.3/1.5|2|11.50|0|23.00|2023-12-22 00:00:00|ACCEN
107573|4|KITPISSPTGE-020|KIT PISTON Y ANILLO KIA SPORTAGE 2.7 0.20 (0.50)|4|217.73|0|870.92|2023-12-22 00:00:00|SPTFE
107574|1|546102D100|BASE AMORT. DEL. HYUNDAI ELANTRA XD|7|20.76|0|145.32|2023-12-30 00:00:00|ELGTZ
107574|2|39180-3E100-MO|SENSOR POSICION CIGUENAL SANTA FE/ OPTI 2.7|2|120.45|0|240.90|2023-12-30 00:00:00|SPTFE
107574|3|27501-22000|JGO. CABLE BUJIA ACCENT/GETZ 1.3|1|10.35|0|10.35|2023-12-30 00:00:00|ACCEN
107575|1|24312-2X000-OEM|CORREA DE TIEMPO KIA RIO ORIGINAL|7|0.00|0|0.00|2023-05-12 00:00:00|RIO
107575|2|20910-42E10|JGO. EMPACADURA HYUNDAI H100 (42D00)|6|61.09|0|366.54|2023-05-12 00:00:00|OTROS
107575|3|58101-2BA00|JGO. PASTILLA DEL. HYUNDAI SANTA FE 2.7 2BA010|7|28.97|0|202.79|2023-05-12 00:00:00|SPTFE
107575|4|25310-3K280-SE|RADIADOR HYUNDAI SONATA 3.3 SEONG|2|132.83|0|265.66|2023-05-12 00:00:00|OTROS
107575|5|58380-02000-SEO|CILINDRO FRENO HYUNDAI GETZ/ACC/ELA RH SEONG|6|15.53|0|93.18|2023-05-12 00:00:00|ELGTZ
107576|1|54500-2E000|MESETA LH HYUNDAI TUCSON|8|68.83|0|550.64|2023-07-27 00:00:00|TUCSO
107576|2|25611-26100-SE|CARCAZA TERMOSTATO HYUNDAI GETZ SUP. CORTA SEONG|9|13.94|0|125.46|2023-07-27 00:00:00|ELGTZ
107576|3|39250-23500-SE|SENSOR DETONACION TUCSON|4|21.85|0|87.40|2023-07-27 00:00:00|TUCSO
107577|1|21020-2B000|JGO. CONCHA BANCADA KIA CERATO 1.6 STD|7|23.06|0|161.42|2023-11-22 00:00:00|OTROS
107577|2|21930-07001|BASE MOTOR TRAS. KIA PICANTO|6|25.32|0|151.92|2023-11-22 00:00:00|PICAN
107577|3|0K72A-34-510A-S|MUNON KIA PREGIO 3.0 KP|1|0.00|0|0.00|2023-11-22 00:00:00|PREGI
107577|4|56820-4Z050|TERMINAL RH SANTA FE 2014|7|38.63|0|270.41|2023-11-22 00:00:00|SPTFE
107577|5|31110-2E000|BOMBA GASOLINA HYUNDAI TUCSON|6|112.22|0|673.32|2023-11-22 00:00:00|TUCSO
107578|1|39210-37513-SEO|SENSOR DE OXIGENO RH KIA SPORTAGE 2.7 SEONG|2|36.71|0|73.42|2023-10-28 00:00:00|SPTFE
107578|2|2306002591-PMC|JGO. CONCHA BIELA PICANTO 0.10 (0,25)|2|16.53|0|33.06|2023-10-28 00:00:00|PICAN
107578|3|25431-4A400|RESERVORIO REFRIGERANTE HYUNDAI H1 07|3|32.15|0|96.45|2023-10-28 00:00:00|H1
107578|4|23060-22540-100|JGO. CONCHA BIELA ACCENT / GETZ 0.40 (1,00)|9|9.84|0|88.56|2023-10-28 00:00:00|GETZ
107578|5|46321-39010-SEO|FILTRO ACEITE CAJA T/A TUCSON/ELAN 2.0 SEONG|3|12.65|0|37.95|2023-10-28 00:00:00|TUCSO
107579|1|54830-07000-KP|BIELETA DEL. LH KIA PICANTO KP|10|7.94|0|79.40|2023-08-31 00:00:00|PICAN
107580|1|25281-37120-SE|TENSOR CORREA UNICA SPORTAGE 2.7 SEONG|1|24.67|0|24.67|2023-02-21 00:00:00|SPTFE
107580|2|0K71E17336A|ESTOPERA COLA CAJA PREGIO|7|6.35|0|44.45|2023-02-21 00:00:00|PREGI
107581|1|0K01C-10-270A|JGO. EMPACADURA SPORTAGE 2.0 01-03|6|51.78|0|310.68|2023-09-17 00:00:00|SPTFE
107581|2|G10160-SEO|POLEA TIEMPO HYUNDAI TUCSON SEONG (GT10160)|8|12.78|0|102.24|2023-09-17 00:00:00|TUCSO
107581|3|25281-25000|TENSOR CORREA UNICA SANTA FE 09-12/SONA/TUC 15 (534 0430 10)|8|67.04|0|536.32|2023-09-17 00:00:00|SPTFE
107582|1|54503-22A00|MUNON ACCENT/GETZ/ELAN SEONG|2|7.13|0|14.26|2023-07-05 00:00:00|ACCEN
107582|2|82620-1C000-CH|MANILLA GETZ INTERNA RH|1|8.68|0|8.68|2023-07-05 00:00:00|ELGTZ
107583|1|0K954-12-205|CORREA TIEMPO KIA SPORTAGE 2.0 01-03 168DTS|4|31.75|0|127.00|2023-04-14 00:00:00|SPTFE
107584|1|KIT-BASE|PAR BASE AMORTIGUADOR KIA RIO STYLUS (R+L)|8|0.00|0|0.00|2023-08-20 00:00:00|RIO
107584|2|23410-02770|JGO. PISTON KIA PICANTO 0.20 (0,50)|6|94.06|0|564.36|2023-08-20 00:00:00|PICAN
107584|3|31110-4H500-SEO|BOMBA GASOLINA HYUNDAI H1 2009 SEONG|10|87.02|0|870.20|2023-08-20 00:00:00|H1
107585|1|21020-2G100|JGO. CONCHA BANCADA HYUNDAI H1 09 STD (2G010)|5|29.43|0|147.15|2023-08-05 00:00:00|H1
107585|2|0K65A14100E|BOMBA ACEITE KIA PREGIO 3.0|7|116.35|0|814.45|2023-08-05 00:00:00|PREGI
107585|3|26510-26600|TAPA ACEITE HYUNDAI ELANTRA/GETZ 1.6|9|4.97|0|44.73|2023-08-05 00:00:00|ELGTZ
107586|1|20910-26E00-SEO|JGO. EMPACADURA GETZ 1.6/ ELANTRA 1.6 SEONG|3|23.12|0|69.36|2023-05-02 00:00:00|ELGTZ
107586|2|0K2C-01-5171-TK|TERMOSTATO KIA RIO|9|13.90|0|125.10|2023-05-02 00:00:00|RIO
107587|1|553102D000|BASE AMORT. TRAS. RH HYUNDAI ELANTRA|2|21.03|0|42.06|2023-10-23 00:00:00|ELAN
107587|2|57510-4D200|MANGUERA SUCCION DH ALTA SEDONA 3.8|4|0.00|0|0.00|2023-10-23 00:00:00|OTROS
107587|3|41700-4A101-SE|BOMBIN CLUTCH INF. HYUNDAI H1 2007 CORREA|7|22.48|0|157.36|2023-10-23 00:00:00|H1
107587|4|27301-38020|BOBINA ENCENDIDO HYUNDAI H1 06-07 / SONATA 2.4 / S 1C006|9|41.95|0|377.55|2023-10-23 00:00:00|H1
107588|1|0K6Z211SG0|JGO. CONCHA BANCADA PREGIO STD (210204X900)|3|25.51|0|76.53|2023-11-16 00:00:00|PREGI
107588|2|22211-26600-SEO|VALVULA ADM. HYUNDAI GETZ 1.6/ELAN 1.6 SEONG|3|3.99|0|11.97|2023-11-16 00:00:00|ELGTZ
107588|3|51712-1C000|DISCO FRENO DEL. HYUNDAI GETZ 1.6|4|50.13|0|200.52|2023-11-16 00:00:00|ELGTZ
107588|4|ESTO-343|ESTOPERA DELANTERA CIGUE�AL RIO 1.5|10|1.31|0|13.10|2023-11-16 00:00:00|RIO
107589|1|24370-2G750|CONJUNTO CVVT ESC SANTA FE 2015|8|114.23|0|913.84|2023-11-17 00:00:00|OTROS
107589|2|21020-02540-PMC|JGO. CONCHA BANCADA PICANTO STD|4|14.08|0|56.32|2023-11-17 00:00:00|PICAN
107589|3|0K52Y-1333X|FILTRO AIRE SEDONA 3.5 / 3.8|3|11.50|0|34.50|2023-11-17 00:00:00|OTROS
107589|4|23040-25200-STD|JGO. ANILLO STD H1 09 SEONG|4|32.26|0|129.04|2023-11-17 00:00:00|H1
107589|5|82610-22001|MANILLA INT LH ACCENT|5|4.95|0|24.75|2023-11-17 00:00:00|ACCEN
107590|1|25430-4E010|RESERVORIO AGUA KIA PREGIO|4|22.16|0|88.64|2023-08-07 00:00:00|PREGI
107590|2|22311-3C120|EMPACADURA CAMARA RH HYUNDAI SONATA 3.3 3CAB0|5|19.62|0|98.10|2023-08-07 00:00:00|OTROS
107590|3|51750-4A910-SEO|MOZO TRASERO/DELANTERO HYUNDAI SANTA FE 2.7 SEONG|6|77.28|0|463.68|2023-08-07 00:00:00|SPTFE
107591|1|24420-03010|BRAZO TENSOR TIEMPO HYUNDAI i10|9|25.30|0|227.70|2023-08-03 00:00:00|i10
107591|2|0K955-12-730A|POLEA LOCA SPORTAG 2001-2003|6|18.48|0|110.88|2023-08-03 00:00:00|SPTFE
107591|3|25631-37100|CARCAZA TERMOS. KIA SPORTAGE 2.7 SUP. CORTA|3|9.77|0|29.31|2023-08-03 00:00:00|SPTFE
107592|1|56820-2E000|TERMINAL HYUNDAI TUCSON LH|3|13.80|0|41.40|2023-10-10 00:00:00|TUCSO
107592|2|0K2Y3-11-SFX-05|JGO. CONCHA BIELA 0.20 (0.50) CARENS 1.8|4|11.50|0|46.00|2023-10-10 00:00:00|OTROS
107592|3|24312-23201-SUN|CORREA TIEMPO HYUNDAI TUCSON/ELAN 2.0 113DT SUN JAPON A424|6|44.09|0|264.54|2023-10-10 00:00:00|TUCSO
107592|4|25411-2C150|MANGUERA RAD. SUP. ELANTRA 2.0|10|11.09|0|110.90|2023-10-10 00:00:00|ELGTZ
107592|5|KITRIOSTD|KIT PISTON Y ANILLO KIA RIO 1.5 STD SEONG|9|69.41|0|624.69|2023-10-10 00:00:00|RIO
107593|1|23060-2G120|JGO. CONCHA BIELA STD HYUNDAI H1 09 CADENA/NEW CA 2G121|8|15.53|0|124.24|2023-07-02 00:00:00|H1
107593|2|58510-07000-X2|BOMBA FRENO KIA PICANTO X2|10|77.87|0|778.70|2023-07-02 00:00:00|PICAN
107593|3|25411-22010|MANGUERA RAD. SUP. HYUNDAI ACCENT|10|12.03|0|120.30|2023-07-02 00:00:00|ACCEN
107593|4|41510-07110|GUAYA CLUTCH PICANTO MOBIS|6|0.00|0|0.00|2023-07-02 00:00:00|PICAN
107594|1|G22048015L|AMORTIGUADOR TRAS. LH HYUNDAI ELANTRA|6|81.48|0|488.88|2023-03-03 00:00:00|ELGTZ
107594|2|41412-4Z000-SEO|COLLARIN KIA PREGIO 3.0 SEONG|7|13.55|0|94.85|2023-03-03 00:00:00|PREGI
107594|3|0K2A-11-7400-TK|SENSOR DE DISTANCIA KIA RIO 1.5|2|14.32|0|28.64|2023-03-03 00:00:00|RIO
107594|4|23510-4Z100-TKC|BRAZO BIELA KIA PREGIO 3.0|6|0.00|0|0.00|2023-03-03 00:00:00|PREGI
107595|1|0K9YV-11-SC0-ST|JGO. ANILLO CARNIVAL 2.5 STD|10|56.71|0|567.10|2023-07-29 00:00:00|OTROS
107595|2|56820-2G000|TERMINAL LH NEW CARENS/ OPTIMA 2007|5|21.79|0|108.95|2023-07-29 00:00:00|OTROS
107596|1|51703-4A000|RODAMIENTO DEL. EXT. HYUNDAI H1 07|5|9.18|0|45.90|2023-10-22 00:00:00|H1
107596|2|KK1Y0-11SH0|JGO. CONCHA BANCADA KIA RIO 0.10 (0.25)|5|16.10|0|80.50|2023-10-22 00:00:00|RIO
107596|3|27301-3E400-PMC|BOBINA ENCENDIDO HYUNDAI SANTA FE 2 PINES PMC|8|37.21|0|297.68|2023-10-22 00:00:00|SPTFE
107596|4|23060-3C921|JGO. CONCHA BIELA 0.25 SONATA 3.3|10|37.74|0|377.40|2023-10-22 00:00:00|OTROS
107596|5|KKBK-113RU25.4|KIT TIEMPO HYUNDAI TUCSON CON GANCHO (DJENG+DJENG+GATES)|7|81.21|0|568.47|2023-10-22 00:00:00|TUCSO
107597|1|22100-23740-SEO|CAMARA MOTOR HYUNDAI TUCSON / SPORTAGE 2.0 CERATO 2.0 SEONG|10|637.10|0|6371.00|2023-10-03 00:00:00|TUCSO
107597|2|25412-1C200|MANGUERA RAD. INF. GETZ 1.6/ELANT 1.6|8|11.50|0|92.00|2023-10-03 00:00:00|ELGTZ
107597|3|22441-23800-OEM|EMPACADURA TAPA VALVULA TUCSON 23762|7|5.29|0|37.03|2023-10-03 00:00:00|TUCSO
107597|4|0K3Y1-11-SA0-ST|JGO. PISTON KIA RIO STD SEONG|8|44.78|0|358.24|2023-10-03 00:00:00|RIO
107597|5|41610-2E005-K|BOMBA CLUTCH SUP. HYUNDAI TUCSON|1|39.10|0|39.10|2023-10-03 00:00:00|TUCSO
107598|1|54500-FD000-KOR|MESETA LH KIA RIO STYLUS|7|46.00|0|322.00|2023-02-21 00:00:00|RIO
107598|2|25468-22003|MANGUERA AGUA ACCENT|10|7.19|0|71.90|2023-02-21 00:00:00|ACCEN
107599|1|41610-2E005|BOMBA CLUTCH SUP. HYUNDAI TUCSON KAC11990CG|10|45.36|0|453.60|2023-11-12 00:00:00|TUCSO
107599|2|HY-820|PUNTA TRIPOIDE TUCSON 27*23|6|0.00|0|0.00|2023-11-12 00:00:00|TUCSO
107599|3|21930-2E300-SEO|BASE MOTOR TRAS. HYUNDAI TUCSON SEONG|8|17.57|0|140.56|2023-11-12 00:00:00|TUCSO
107599|4|58101-07A00|PASTILLA FRENO PICANTO|7|0.00|0|0.00|2023-11-12 00:00:00|PICAN
107599|5|54820-FD000-DHM|BIELETA DEL. LH KIA RIO STYLUS KP|7|8.63|0|60.41|2023-11-12 00:00:00|RIO
107600|1|0K60A-39340A|BASE CAJA LH KIA PREGIO 3.0|8|15.55|0|124.40|2023-06-08 00:00:00|PREGI
107600|2|553112D000|BASE AMORT. TRAS. LH HYUNDAI ELANTRA|2|21.03|0|42.06|2023-06-08 00:00:00|OTROS
107601|1|54812-07000|BUJE BARRA ESTAB. DEL. KIA PICANTO|1|1.73|0|1.73|2023-03-10 00:00:00|PICAN
107601|2|25100-39012|BOMBA AGUA KIA SEDONA 3.5|5|0.00|0|0.00|2023-03-10 00:00:00|OTROS
107602|1|25310-D3500|RADIADOR HYUNDAI TUCSON 2015|1|146.19|0|146.19|2023-11-29 00:00:00|TUCSO
107602|2|23410-02770|JGO. PISTON KIA PICANTO 0.20 (0,50)|1|94.06|0|94.06|2023-11-29 00:00:00|PICAN
107602|3|978342D520|POLEA TENSORA  A/A HYUNDAI TUCSON/XD PSA-C015|3|15.53|0|46.59|2023-11-29 00:00:00|TUCSO
107603|1|41100-4B080|DISCO EMBRAGUE H100|2|101.52|0|203.04|2023-02-28 00:00:00|OTROS
107603|2|23040-3C100|JGO. ANILLO KIA SONATA 3.3 STD|3|63.39|0|190.17|2023-02-28 00:00:00|OTROS
107604|1|54501-2E000|MESETA RH HYUNDAI TUCSON|1|68.83|0|68.83|2023-12-17 00:00:00|TUCSO
107604|2|577244D000|ROTULA KIA SEDONA|2|18.98|0|37.96|2023-12-17 00:00:00|OTROS
107604|3|KITPISSOR5-030|KIT PISTON Y ANILLO KIA SORENTO 3.5 0.30 (0.75)|1|201.57|0|201.57|2023-12-17 00:00:00|OTROS
107604|4|24355-3E000-SE|VALVULA OCV LH HYUNDAI SANTA FE 2.7|2|43.72|0|87.44|2023-12-17 00:00:00|SPTFE
107604|5|23040-3C100-AZ|JGO. ANILLO HYUNDAI SONATA 3.3 STD AZTEC|2|61.70|0|123.40|2023-12-17 00:00:00|OTROS
107605|1|55530-2B000-SEO|BIELETA TRAS. RH/LH HYUNDAI SANTA FE SEONG|1|7.48|0|7.48|2023-05-28 00:00:00|SPTFE
107605|2|51300-3E200|MOZO DELANTERO KIA SORENTO 3.8|9|78.56|0|707.04|2023-05-28 00:00:00|OTROS
107605|3|30180-10100-SE|TAPA BOMBA GASOLINA ELANTRA SEONG|6|13.01|0|78.06|2023-05-28 00:00:00|ELGTZ
107606|1|25100-37201|BOMBA AGUA KIA SPORTAGE 2.7|7|78.15|0|547.05|2023-09-02 00:00:00|SPTFE
107607|1|92202-2E000-SEO|FARO ANTINIEBLA RH HYUNDAI TUCSON SEONG|7|22.03|0|154.21|2023-03-20 00:00:00|TUCSO
107607|2|54813-4D001|BUJE BARRA ESTAB. DEL. KIA SEDONA 3.8|10|3.34|0|33.40|2023-03-20 00:00:00|OTROS
107607|3|22212-26600|JGO. VALVULA ESC GETZ/ELANTRA 1.6 PAQ8|10|19.42|0|194.20|2023-03-20 00:00:00|ELGTZ
107608|1|23510-4Z100-SEO|BRAZO BIELA KIA PREGIO 2.7 SEONG|3|34.01|0|102.03|2023-08-20 00:00:00|PREGI
107608|2|43794-1C000|GUAYA SELECTORA CAMBIO HYUNDAI GETZ|1|28.20|0|28.20|2023-08-20 00:00:00|ELGTZ
107608|3|33110-07150|BOMBA GASOLINA KIA PICANTO|2|150.78|0|301.56|2023-08-20 00:00:00|PICAN
107609|1|163RU25|CORREA TIEMPO H100 163D|8|39.26|0|314.08|2023-11-29 00:00:00|MITSU
107610|1|24355-26710-TKC|VALVULA OCV KIA RIO 1.6/ACCENT CVVT|7|35.65|0|249.55|2023-05-15 00:00:00|RIO
107610|2|0K247-12101-TKC|TAQUETE KIA RIO 1.5|8|6.90|0|55.20|2023-05-15 00:00:00|RIO
107610|3|0K52Y-20-490|FILTRO GASOLINA SEDONA 3.5|7|15.30|0|107.10|2023-05-15 00:00:00|OTROS
107610|4|KITTUC020|KIT PISTON Y ANILLO HYUNDAI TUCSON 0.20 (0.50) SEONG|9|91.60|0|824.40|2023-05-15 00:00:00|TUCSO
107610|5|25100-22032-SEO|BOMBA AGUA HYUNDAI TUCSON SEONG|3|25.98|0|77.94|2023-05-15 00:00:00|TUCSO
107611|1|57150-22000-SEO|ENVASE RESERVORIO DIRECCION HIDRAULICA ACCENT|4|17.83|0|71.32|2023-03-29 00:00:00|ACCEN
107611|2|86812-4A001-SEO|CARTER GUARDAFANGO RH DELANTERO HYUNDAI H1 07 (4A700) SEONG|7|14.95|0|104.65|2023-03-29 00:00:00|H1
107611|3|24810-38001|POLEA LOCA CORREA TIEMPO HYUNDAI H1 2007 *24810-33024*|2|22.43|0|44.86|2023-03-29 00:00:00|H1
107612|1|57100-2E100|BOMBA DIRECCION KIA SPORTAGE 2.7|9|171.80|0|1546.20|2023-05-21 00:00:00|SPTFE
107612|2|KITCORRH1-SEONG|KIT TIEMPO HYUNDAI H1 07 SEONG (6 PIEZAS) (175H1KIT)|1|122.45|0|122.45|2023-05-21 00:00:00|H1
107613|1|KITPISRIO-030|KIT PISTON Y ANILLO KIA RIO 1.5 0.30 (075)|7|110.37|0|772.59|2023-08-20 00:00:00|RIO
107613|2|22311-38400-SEO|EMPACADURA CAMARA HYUNDAI H1 2007 CORREA SEONG|6|10.63|0|63.78|2023-08-20 00:00:00|H1
107613|3|22311-22001-OEM|EMPACADURA CAMARA ACCENT 1.5 ORIGINAL|3|5.29|0|15.87|2023-08-20 00:00:00|ACCEN
107613|4|21020-23340-025|JGO. CONCHA BANCADA HYUNDAI TUCSON 0.10 (0,25) SEONG|3|16.82|0|50.46|2023-08-20 00:00:00|TUCSO
107614|1|35170-26900-SEO|SENSOR TPS ACCENT 1.6/RIO CVVT 1.6 SEONG|5|15.28|0|76.40|2023-04-22 00:00:00|OTROS
107614|2|86811-2D000|CARTER GUARDAFANGO DEL LH ELANTRA 00-12|5|0.00|0|0.00|2023-04-22 00:00:00|ELGTZ
107614|3|24450-37100-OEM|POLEA TENSORA SPORTAGE 2.7 37120|6|19.44|0|116.64|2023-04-22 00:00:00|SPTFE
107614|4|25212-25000|CORREA UNICA CARENS 2.0 CADENA|9|23.00|0|207.00|2023-04-22 00:00:00|OTROS
107614|5|KITTIEMFE219|KIT TIEMPO COMPLETO HYUNDAI SANTA FE 2.7 (UNION+MITSUBA)|5|180.67|0|903.35|2023-04-22 00:00:00|SPTFE
107615|1|23410-26511-050|JGO. PISTON HYUNDAI GETZ 0.20 (0.50) SEONG|5|53.13|0|265.65|2023-11-19 00:00:00|ELGTZ
107615|2|VKBA904|SET RODAMIENTO TRASERO RIO|8|13.11|0|104.88|2023-11-19 00:00:00|RIO
107615|3|VAL-PREG|JGO. VALVULA PREGIO 8PCS|2|0.00|0|0.00|2023-11-19 00:00:00|PREGI
107615|4|54551-2E000|BUJE PEQ. MESETA INF. DEL. HYUNDAI TUCSON KOREA|2|7.58|0|15.16|2023-11-19 00:00:00|TUCSO
107616|1|25469-26102-SEO|MANGUERA  AGUA HYUNDAI GETZ 1.6 SEONG|6|5.64|0|33.84|2023-08-14 00:00:00|ELGTZ
107616|2|22144-3B001|ESTOPERA ARBOL DE LEVA ACCENT/TUCSON/GETZ|2|2.07|0|4.14|2023-08-14 00:00:00|ACCEN
107616|3|HDK-110-VALEO|KIT DE EMBRAGUE TUCSON VALEO|6|282.10|0|1692.60|2023-08-14 00:00:00|TUCSO
107617|1|43794-2D100|GUAYA SELECTORA CAMBIO HYUNDAI ELANTRA SINC|4|46.53|0|186.12|2023-02-14 00:00:00|ELGTZ
107617|2|83241-2D000-SEO|LAME VIDRIO TRASERO RH HYUNDAI ELANTRA|10|0.00|0|0.00|2023-02-14 00:00:00|ELAN
107617|3|553102D000|BASE AMORT. TRAS. RH HYUNDAI ELANTRA|8|21.03|0|168.24|2023-02-14 00:00:00|ELAN
107617|4|39310-38050|SENSOR LEVA H1/SONATA/PICANTO/OPTIMA|10|35.36|0|353.60|2023-02-14 00:00:00|H1
107618|1|56311-2E100|GUARDAFANGO LH TUCSON|10|0.00|0|0.00|2023-02-05 00:00:00|TUCSO
107618|2|35170-26900-SEO|SENSOR TPS ACCENT 1.6/RIO CVVT 1.6 SEONG|3|15.28|0|45.84|2023-02-05 00:00:00|OTROS
107618|3|54503-38A01-PMC|MUNON ACC/ELANTRA/GETZ PMC 22A00|10|9.15|0|91.50|2023-02-05 00:00:00|ELGTZ
107618|4|31110-2F000|BOMBA GASOLINA HYUNDAI CERATO 1.6|8|187.99|0|1503.92|2023-02-05 00:00:00|OTROS
107619|1|UB93-41-400|BOMBA CLUTCH SUP. MAZDA BT50|10|20.31|0|203.10|2023-12-17 00:00:00|OTROS
107619|2|31110-2E000-PMC|BOMBA GASOLINA HYUNDAI TUCSON PMC|3|126.82|0|380.46|2023-12-17 00:00:00|TUCSO
107619|3|81161-3K000|GATO COMPUERTA SONATA 3.3|1|0.00|0|0.00|2023-12-17 00:00:00|OTROS
107619|4|54410-3E100|MESETA DELT SUP LH KIA SORENTO 3.8|7|67.75|0|474.25|2023-12-17 00:00:00|OTROS
107620|1|KITCAH1SEONG|KIT CADENA HYUNDAI H1 09 (8 PIEZAS) SEONG|6|139.51|0|837.06|2023-05-24 00:00:00|H1
107620|2|51715-2B050|PUNTA DE EJE LH HYUNDAI SANTA FE 2.7|10|96.50|0|965.00|2023-05-24 00:00:00|SPTFE
107620|3|93110-2D000|CONMUTADOR ENCENDIDO ELANTRA|10|0.00|0|0.00|2023-05-24 00:00:00|ELGTZ
107620|4|23410-39810-STD|JGO. PISTON KIA SORENTO/SEDONA 3.5 STD TIK 2K9 30300|6|135.70|0|814.20|2023-05-24 00:00:00|OTROS
107620|5|20910-23C20-OEM|JGO. EMPACADURA TUCSON OEM|10|44.48|0|444.80|2023-05-24 00:00:00|TUCSO
107621|1|54610-1G550|BASE AMORT. DEL. RH KIA RIO / ACCENT CVVT 1.6|7|19.10|0|133.70|2023-05-28 00:00:00|OTROS
107621|2|57755-1C000-KP|ROTULA HYUNDAI GETZ SEONG|10|11.94|0|119.40|2023-05-28 00:00:00|ELGTZ
107621|3|35310-37150-SEO|INYECTOR KIA SPORTAGE 2.7 SEONG|5|14.89|0|74.45|2023-05-28 00:00:00|SPTFE
107622|1|23060-02592|JGO. CONCHA BIELA KIA PICANTO 0.20 (0.50)|7|9.82|0|68.74|2023-09-22 00:00:00|PICAN
107622|2|57581-2E001|MANGUERA SUCCION DH HYUNDAI TUCSON|9|10.22|0|91.98|2023-09-22 00:00:00|TUCSO
107622|3|23510-4Z100|BRAZO BIELA KIA PREGIO 3.0|8|74.53|0|596.24|2023-09-22 00:00:00|PREGI
107623|1|23040-23972-100|JGO. ANILLO TUCSON 0.40 (1.00) TIK R2H82040|7|27.16|0|190.12|2023-08-29 00:00:00|TUCSO
107623|2|24410-03000|TENSOR CADENA TIEMPO HYUNDAI i10|9|48.30|0|434.70|2023-08-29 00:00:00|I10
107624|1|51750-2D000-K|MOZO DELANTERO ELANTRA / 51750-2D003|1|31.65|0|31.65|2023-12-08 00:00:00|ELGTZ
107624|2|52750-1G000|MOSO TRASERO GETZ/PICANTO|7|72.79|0|509.53|2023-12-08 00:00:00|ELGTZ
107625|1|25380-D3500|ELECTROVENTILADOR TUCSON 2014|7|163.94|0|1147.58|2023-02-27 00:00:00|TUCSO
107625|2|27501-23B70-OEM|JGO. CABLE BUJIA TUCSON ORIGINAL|2|0.00|0|0.00|2023-02-27 00:00:00|TUCSO
107625|3|54830-07000-KP|BIELETA DEL. LH KIA PICANTO KP|3|7.94|0|23.82|2023-02-27 00:00:00|PICAN
107626|1|22410-22030|TAPA VALVULA  HYUNDAI ACCENT|1|55.51|0|55.51|2023-04-08 00:00:00|ACCEN
107627|1|31911-2G000|FILTRO GASOLINA KIA OPTIMA 2007|9|14.11|0|126.99|2023-04-26 00:00:00|OTROS
107628|1|39220-22020|VALVULA TEMP HYUNDAI ACC/GETZ 2 PINES|8|5.47|0|43.76|2023-03-21 00:00:00|ACCEN
107628|2|002|KIT MICROFILTRO TODOS|3|3.82|0|11.46|2023-03-21 00:00:00|ELGTZ
107628|3|21930-07101-K|BASE CAJA HUESITO KIA PICANTO T/A (07100)|5|24.48|0|122.40|2023-03-21 00:00:00|PICAN
107629|1|94460-D3000|FLOTANTE GASOLINA TUCSON 2014 D3900|7|33.04|0|231.28|2023-02-13 00:00:00|TUCSO
107629|2|21310-03100|BOMBA ACEITE HYUNDAI i10|6|46.69|0|280.14|2023-02-13 00:00:00|i10
107630|1|22420-3C110-SEO|TAPA VALVULA HYUNDAI SONATA 3.3 RH SEONG|10|207.00|0|2070.00|2023-11-25 00:00:00|OTROS
107631|1|54812-1G000|BUJE BARRA ESTAB. DEL. KIA RIO / ACCENT CVVT|5|2.30|0|11.50|2023-09-04 00:00:00|ACCEN
107631|2|46512-39700-SE|PINON KILOMETRAJE HYUNDAI SANTA FE/SONATA SEONG|2|6.07|0|12.14|2023-09-04 00:00:00|SPTFE
107631|3|20910-3EA00-SE|JGO. EMPACADURA HYUNDAI SANTA FE 2.7 07-09 SEONG|10|48.15|0|481.50|2023-09-04 00:00:00|SPTFE
107631|4|22311-3CAD0|EMPACADURA CAMARA RH KIA SEDONA 3.8|6|19.62|0|117.72|2023-09-04 00:00:00|OTROS
