codart|nomart|grupo|marca|precio_a|precio_b|precio_d|codfam|stk01|stk06|alterno
25100-02566-PMC|BOMBA AGUA PICANTO PMC|PICAN|00002|0.0000|27.4800|8.7500|KOREA|||
25100-2X200-PMC|BOMBA AGUA KIA RIO STYLUS 1.5|RIO|00163|0.0000|43.1300|13.7400|KOREA|||
25100-23010-PMC|BOMBA AGUA TUCSON PMC|TUCSO|00002|0.0000|30.8000|12.0400|KOREA|||
58510-07000|BOMBA FRENO PICANTO MOBIS|PICAN|00004|0.0000|242.1800|72.3900|KOREA|||
31110-07150-PMC|BOMBA GASOLINA PICANTO PMC|PICAN|00002|0.0000|173.8300|51.9600|KOREA|||
31110-2E000-PMC|BOMBA GASOLINA TUCSON PMC|TUCSO|00002|0.0000|92.7000|53.7400|KOREA|||
54551-2D000-PMC|BUJE MESETA LAZITO ELANTRA|ELGTZ|00002|0.0000|6.9000|1.9000|KOREA|||
54551-1D000-PMC|BUJE MESETA PEQUENO TUCSON|TUCSO|00095|0.0000|4.5000|1.1800|KOREA|||
27501-37A00-PMC|JGO. CABLE BUJIA SPORTAGE 2.7|SPTFE|00163|0.0000|30.9300|9.0400|KOREA|||
27501-23B70-PMC|JGO. CABLE BUJIA TUCSON PMC|TUCSO|00002|0.0000|15.4200|4.6100|KOREA|||
57700-FD201|CAJETIN HIDRAULICO KIA RIO STYLUS|RIO|00138|0.0000|317.7700|95.2700|KOREA|||
24312-37500-BA|CORREA TIEMPO SPORTAGE 2.7 207DTS|OTROS|00088|0.0000|44.7500|13.3800|KOREA|||
24312-26050-BA|CORREA TIEMPO GETZ 1.6 BANDO|ELGTZ|00139|0.0000|17.0600|6.0700|KOREA|||
24312-02270-BA|CORREA TIEMPO PICANTO BANDO|PICAN|00139|0.0000|17.1200|6.0500|KOREA|||
24312-2X000-BA|CORREA TIEMPO KIA RIO BANDO|RIO|00139|0.0000|15.9700|5.5100|KOREA|||
224312-23400-BA|CORREA TIEMPO TUCSON BANDO|TUCSO|00139|0.0000|21.5300|7.2800|KOREA|||
41610-22050|BOMBA CLUTCH ACCENT|ACCEN|00114|0.0000|19.3600|8.8000|KOREA|||
0S08941990-PMC|BOMBA CLUTCH SUP. KIA PREGIO 3.0 PMC|PREGI|00137|0.0000|20.2000|6.7300|KOREA|||
0K60E41920-PMC|BOMBIN INF. CLUTCH PREGIO PMC|PREGI|00137|0.0000|16.5600|3.7700|KOREA|||
23111-26100|CIGUENAL GETZ 1.6|ELGTZ|00005|0.0000|139.5700|52.0200|KOREA|||
23110-23780|CIGUENAL TUCSON|TUCSO|00007|0.0000|236.6100|94.3800|KOREA|||
52710-2E100|MOSO TRASERO TUCSON 4 X 2|TUCSO|00114|0.0000|58.6700|17.2900|KOREA|||
52710-2D100-PMC|MOSO TRASERO ELANTRA XD|ELGTZ|00137|0.0000|68.3100|20.4200|KOREA|||
24350-23800-K|ENGRANAJE CVVT TUCSON|TUCSO|00140|0.0000|89.7400|29.3200|KOREA|||
97730-FD100-PMC|ELECTROVENTILADOR AUX. RIO PMC|RIO|00002|0.0000|51.7900|17.5600|KOREA|||
25380-FD000-PMC|ELECTROVENTILADOR PRINC. RIO PMC|RIO|00002|0.0000|51.7900|17.4600|KOREA|||
22311-02760-PMC|EMPACADURA CAMARA PICANTO PMC|PICAN|00028|0.0000|4.5200|1.7000|KOREA|||
22441-2B000|EMPACADURA TAPA VALVULA KIA CERATO 1.6|OTROS|00002|0.0000|3.8700|2.2600|KOREA|||
22441-26003|EMPACADURA TAPA VALVULA GETZ 1.6|GETZ|00002|0.0000|3.3300|1.0000|KOREA|||
22441-2X001-PMC|EMPACADURA TAPA VALVULA KIA RIO STYLUS|RIO|00028|0.0000|4.1200|1.4900|KOREA|||
22441-23800-PMC|EMPACADURA TAPA VALVULA TUCSON PMC|TUCSO|00002|0.0000|3.5000|1.2000|KOREA|||
41510-07120-PMC|GUAYA CLUTCH PICANTO PMC|PICAN|00179|0.0000|13.5800|4.6400|KOREA|||
24441-27000-PMC|EMPACADURA TAPA VALVULA SANTA FE 2.7|OTROS|00002|0.0000|4.1800|0.7300|KOREA|||
0K30A-41150-PMC|GUAYA CLUTCH RIO 1.5|RIO|00122|0.0000|8.1400|1.7100|KOREA|||
43794-22010|GUAYA SELECTORA ACCENT|ACCEN|00077|0.0000|22.5400|9.4700|KOREA|||
21020-22960-PMC|JGO. CONCHA BANCADA ACC/GETZ 0.10  (0,25)|GETZ|00137|0.0000|16.2100|4.8500|KOREA|||
21020-02540-PMC|JGO. CONCHA BANCADA PICANTO STD|PICAN|00137|0.0000|10.2900|3.0700|KOREA|||
0K6Z211SHG0-PMC|JGO. CONCHA BANCADA PREGIO 0.10 (0,25)|PREGI|00037|0.0000|17.3200|5.5000|KOREA|||
0K6Z211SHX-PMC|JGO. CONCHA BANCADA PREGIO 0.20 (0,50)|||0.0000|17.6500|5.5000||||
0K6Z211SG0|JGO. CONCHA BANCADA PREGIO STD|PREGI|00037|0.0000|18.4600|5.5000|KOREA|||
0K3Y011SF0-PMC|JGO. CONCHA BIELA RIO 0.10 (0,25)|RIO|00024|0.0000|6.8000|2.1700|KOREA|||
2306002591-PMC|JGO. CONCHA BIELA PICANTO 0.10 (0,25)|PICAN|00072|0.0000|12.0800|3.9200|KOREA|||
23060-02500-PMC|JGO. CONCHA BIELA PICANTO STD|PICAN|00137|0.0000|7.1700|1.9300|KOREA|||
0VNY111SF0-PMC|JGO. CONCHA BIELA PREGIO 0.10 (0,25)|PREGI|00037|0.0000|11.5500|3.5000|KOREA|||
0VNY111SFX-PMC|JGO. CONCHA BIELA PREGIO 0.20 (0,50)|PREGI|00037|0.0000|12.1800|3.5000|KOREA|||
23060-23901-PMC|JGO. CONCHA BIELA TUCSON 0.10 (0,25) PMC|TUCSO|00137|0.0000|7.8900|2.3600|KOREA|||
23060-23902-PMC|JGO. CONCHA BIELA TUCSON 0.20|TUCSO|00137|0.0000|8.1400|2.4300|KOREA|||
20910-37L01|JGO. EMPACADURA SPORTAGE 2.7|OTROS|00002|0.0000|110.3500|33.0000|KOREA|||
23410-37317|JGO. PISTON SPORTAGE 2.7 STD MOBIS 23410-3E011 THI|OTROS|00004|0.0000|47.1000|15.0100|KOREA|||
82620-1C000|MANILLA INT. LH GETZ|ELGTZ|00007|0.0000|6.5200|1.8000|KOREA|||
8265022001|MANILLA TRASERA EXT. LH ACCENT|ACCEN|00007|0.0000|4.1700|1.6200|KOREA|||
8266022001|MANILLA DELANTERA EXT. RH ACCENT|ACCEN|00007|0.0000|6.7000|1.5500|KOREA|||
8261022001|MANILLA INT. LH ACCENT|ACCEN|00007|0.0000|3.6100|0.5300|KOREA|||
8262022001|MANILLA INT. RH ACCENT|ACCEN|00007|0.0000|4.3100|0.5600|KOREA|||
8263033001|MANILLA SUBE VIDRIO ACCENT|ACCEN|00007|0.0000|4.3100|0.4600|KOREA|||
24552-02200|MARTILLO ESCAPE PICANTO|PICAN|00127|0.0000|8.8400|3.9800|KOREA|||
54500-FD000-K|MESETA LH KIA RIO STYLUS|RIO|00007|0.0000|41.5600|13.6000|KOREA|||
54501-FD000-K|MESETA RH KIA RIO STYLUS|RIO|00007|0.0000|41.5600|13.6000|KOREA|||
0K72C-13100B-K|MULTIPLE ADMISION PREGIO 3.0|PREGI|00007|0.0000|61.1300|16.2200|KOREA|||
24355-3C100|VALVULA OCV SORENTO 3.8 LH/ SONATA 3.3|OTROS|00159|0.0000|58.9000|13.8900|KOREA|||
24355-3C200|VALVULA OCV SORENTO 3.8 RH/ SONATA 3.3|OTROS|00159|0.0000|58.9000|14.1100|KOREA|||
581013CA70-PMC|JGO. PASTILLAS TUCSON/SPORTAGE PMC|TUCSO|00137|0.0000|13.5700|4.0500|KOREA|||
5810138A50-PMC|JGO. PASTILLAS ELANTRA XD PMC|ELAN|00137|0.0000|17.4200|5.2100|KOREA|||
5810107A00-PMC|JGO. PASTILLAS KIA PICANTO PMC|PICAN|00137|0.0000|17.2300|5.1500|KOREA|||
0K75B3328Z-PMC|JGO. PASTILLA PREGIO PMC|PREGI|00007|0.0000|21.4500|7.3200|KOREA|||
58115FDA00-PMC|JGO. PASTILLAS KIA RIO STYLUS PMC|RIO|00137|0.0000|18.4800|5.5200|KOREA|||
24810-26020|POLEA TIEMPO GETZ 1.6 GMB (GT10170)|ELGTZ|00001|0.0000|14.9000|5.0200|KOREA|||
24810-26000|POLEA TIEMPO GETZ 1.6 PMC|GETZ|00137|0.0000|10.4400|3.1200|KOREA|||
24810-2X700|POLEA TIEMPO KIA RIO 1.5 GMB (GT20060)|RIO|00001|0.0000|13.7900|4.5100|KOREA|||
24810-2X700-PMC|POLEA TIEMPO KIA RIO 1.5 PMC|RIO|00137|0.0000|10.2000|4.5000|KOREA|||
9783429010|POLEA TENSORA A/A ACCENT GRANDE|ACCEN|00001|0.0000|13.1400|4.0900|KOREA|||
978342D520|POLEA TENSORA A/A TUCSON/XD PSA-C015|TUCSO|00002|0.0000|13.7500|3.3100|KOREA|||
24810-23050-PMC|POLEA TIEMPO TUCSON PMC|TUCSO||0.0000|11.3600|3.3900||||
3530123500|REGULADOR GASOLINA TUC/ELAN (23700)|TUCSO|00084|0.0000|16.4900|4.6800|KOREA|||
0K72A33075|RODAMIENTO DEL. EXT PREGIO|PREGI|00141|0.0000|14.5400|5.2900|KOREA|||
5172038110-PMC|RODAMIENTO DELANTERO TUCSON PMC|TUCSO|00002|0.0000|34.0700|10.1800|KOREA|||
517200200-K|RODAMIENTO DELANTERO PIC/GETZ|PICAN|00126|0.0000|19.2800|5.7600|KOREA|||
3918022600|SENSOR POSICION CIGUENAL GETZ 1.6 MOBIS|ELGTZ|00004|0.0000|37.6500|11.2600|KOREA|||
3918022600-PMC|SENSOR POSICION CIGUENAL GETZ 1.6 PMC|ELGTZ|00174|0.0000|16.7000|4.0300|KOREA|||
0K30A-18891|SENSOR POSICION CIGUENAL KIA RIO MOBIS|RIO|00004|0.0000|58.1100|17.3700|KOREA|||
3918022090|SENSOR POSICION CIGUENAL ACCENT 3 PIN|ACCEN|00004|0.0000|38.3100|11.4500|KOREA|||
TAPARADIADOR|TAPA RADIADOR MALA|||0.0000|2.7600|0.8700||||
22410-22030|TAPA VALVULA ACCENT|ACCEN|00007|0.0000|47.2600|18.6700|KOREA|||
25281-2B010-PMC|TENSOR CORREA UNICA CERATO 1.6|OTROS|00186|0.0000|29.8700|13.5300|KOREA|||
35102-02910|TPS PICANTO|PICAN|00122|0.0000|12.9000|4.6000|KOREA|||
35170-37100|TPS KIA SPORTAGE 2.7 / OPTIMA|SPTFE|00138|0.0000|18.9700|5.2400|KOREA|||
25461-22024-PMC|TUBO AGUA ACCENT|ACCEN|00137|0.0000|24.1100|6.2100|KOREA|||
22212-02500|VALVULA ESCAPE PICANTO|PICAN|00024|0.0000|3.7700|1.2700|KOREA|||
0K65D-12111|VALVULA ADMISION PREGIO 3.0|PREGI|00137|0.0000|4.8100|1.4400|KOREA|||
0K30E-12111|VALVULA ADMISION KIA RIO 1.5|RIO|00137|0.0000|2.7300|1.0600|KOREA|||
22211-02200|VALVULA ADMISION PICANTO|PICAN|00005|0.0000|3.5900|1.2400|KOREA|||
0K30E-12121|VALVULA ESCAPE KIA RIO 1.5|RIO|00035|0.0000|4.2300|1.3500|KOREA|||
39220-22020|VALVULA TEMP ACC/GETZ 2 PINES|ELGTZ|00122|0.0000|4.0000|1.3600|KOREA|||
50310-3E102|RODAMIENTO TRASERO TUCSON 4X4|TUCSO|00002|0.0000|24.2300|8.4700|KOREA|||
21310-37100-NPC|BOMBA ACEITE SPORTAGE 2.7 NPC|SPTFE|00016|0.0000|108.9800|34.6300|KOREA|||
54830-FD000-SHI|BIELETA KIA RIO STYLUS RH SHIBUMI|RIO|00017|0.0000|10.7900|3.4400|KOREA|||
41421-39000-ICH|COLLARIN HYUNDAI ELANTRA ICHIBAN|ELAN|00018|0.0000|20.3300|6.4700|KOREA|||
0K72A-33-047|RODAMIENTO DEL. INT PREGIO|PREGI|00141|0.0000|15.9900|6.1500|KOREA|||
24410-23050-ICH|TENSOR TIEMPO TUCSON GANCHO ICHIBAN|TUCSO|00018|0.0000|31.8300|13.0200|KOREA|||
24410-02510-K|TENSOR TIEMPO KIA PICANTO ICHIBAN|PICAN|00018|0.0000|13.9700|4.4400|KOREA|||
25100-37202|BOMBA AGUA SPORTAGE 2.7|SPTFE|00163|0.0000|48.5600|18.1200|KOREA|||
0S09341920-TW|BOMBIN INF. PREGIO 3.0 TW|PREGI|00123|0.0000|20.7100|6.5900|KOREA|||
31911-2E000-K|FILTRO GASOLINA TUCSON HIBARI|TUCSO|00019|0.0000|15.7300|5.0000|KOREA|||
170753|TAPA RADIADOR YARIS|OTROS|00021|0.0000|6.6100|2.1100|KOREA|||
27301-26600-K|BOBINA GETZ 1.6 HIBARI|ELGTZ|00019|0.0000|49.6800|15.8000|KOREA|||
54820-FD000-SHI|BIELETA KIA RIO STYLUS LH SHUIBUMI|RIO|00017|0.0000|11.9800|3.8100|KOREA|||
41421-39000|COLLARIN ELANTRA VALEO PRB-05|ELGTZ|00066|0.0000|23.0100|10.1000|KOREA|||
KKD-20B|KIT EMBRAGUE PREGIO 3.0 ICHIBAN|PREGI|00018|0.0000|138.3000|44.0000|KOREA|||
27301-22600-K|BOBINA GETZ 1.3 HIBARI|ELGTZ|00019|0.0000|49.1100|15.6200|KOREA|||
24810-23011|POLEA TIEMPO TUCSON VALEO K6124|TUCSO|00066|0.0000|17.1900|5.4700|KOREA|||
54584-1G000|BUJE MESETA GRANDE TUCSON MALASIA|TUCSO|00123|0.0000|7.2300|2.3100|KOREA|||
24410-22020|TENSOR TIEMPO ACCENT/GETZ ICHIBAN|ACCEN|00018|0.0000|15.5600|4.9500|KOREA|||
24810-26010|POLEA TIEMPO GETZ 1.6 ICHIBAN|GETZ|00018|0.0000|13.6400|4.3400|KOREA|||
K75A-10311-B|JGO. CAMISA KIA PREGIO 3.0 NPC|PREGI|00016|0.0000|102.7100|32.6800|KOREA|||
0S093-41-920-IC|BOMBIN INF. CLUTCH PREGIO ICHIBAN|PREGI|00018|0.0000|20.7100|6.5900|KOREA|||
41710-39001-TCI|BOMBIN INFERIOR CLUTCH TUCSON/ELAN|TUCSO|00069|0.0000|0.0000|0.0000|KOREA|||
41421-39275-K|COLLARIN TUCSON/SPORTAGE|TUCSO|00002|0.0000|10.4800|4.7700|KOREA|||
27301-26600-DEN|BOBINA GETZ 1.6 DENSO|ELGTZ|00085|0.0000|60.7600|17.1500|KOREA|||
39310-02200-OEM|SENSOR POSICION CIGUENAL PICANTO|PICAN|00122|0.0000|10.6000|4.2300|KOREA|||
0K30A-18-891-K|SENSOR POSICION CIGUENAL KIA RIO PMC|RIO|00002|0.0000|22.0100|7.0100|KOREA|||
82660-FD010|MANILLA EXT. DEL RH RIO STYLUS|RIO|00004|0.0000|23.9300|5.6300|KOREA|||
KKY0133047|RODAMIENTO TRASERO INTERNO KIA RIO|RIO|00126|0.0000|5.5200|1.7600|KOREA|||
24410-23050-PMC|TENSOR TIEMPO TUCSON GANCHO PMC|TUCSO|00002|0.0000|23.4700|9.3600|KOREA|||
22211-23600|VALVULA ADMISION TUCSON|TUCSO|00137|0.0000|2.9800|0.8000|KOREA|||
22212-23600|VALVULA ESCAPE TUCSON|TUCSO|00137|0.0000|4.6100|1.4700|KOREA|||
39230-26600-K|VALVULA TEMPERATURA GETZ (CABLE)|ELGTZ|00084|0.0000|14.4100|3.7000|KOREA|||
KHBK-101YU19|KIT TIEMPO KIA PICANTO (GMB+BANDO)|PICAN|00002|0.0000|29.8100|11.8500|KOREA|||
KHBK-105RU22|KIT TIEMPO GETZ 1.6/ELANTRA (GMB+GMB+BANDO)|ELGTZ|00002|0.0000|40.8500|15.8200|KOREA|||
KHBK-113RU25.4|KIT TIEMPO TUCSON/ELANTRA LISO (GMB+GMB+GATES)|ELGTZ|00002|0.0000|54.6300|20.9800|KOREA|||
KHBK-207YU32|KIT TIEMPO SPORTAGE 2.7 (GMB+GMB+GMB+MITSUBA)|SPTFE|00002|0.0000|134.6400|43.6400|KOREA|||
KKBK-113RU25.4|KIT TIEMPO TUCSON CON GANCHO (PMC+PMC+BANDO)|TUCSO|00002|0.0000|66.8100|24.0700|KOREA|||
KKBK-137STS22|KIT TIEMPO KIA RIO 1.5 (GMB+GMB+BANDO)|RIO|00002|0.0000|43.6000|15.9600|KOREA|||
58510-07000-K|BOMBA FRENO PICANTO TCIC|PICAN|00069|0.0000|95.1800|26.2100|KOREA|||
82620-2D000|MANILLA INT. RH ELANTRA XD|ELGTZ|00026|0.0000|8.6900|1.4100|KOREA|||
82610-2D000|MANILLA INT. LH ELANTRA XD|ELGTZ|00007|0.0000|6.7000|2.1400|KOREA|||
39180-22060-K|SENSOR POSICION CIGUENAL ACCENT 3PIN 22090|ACCEN|00122|0.0000|17.2600|4.1400|KOREA|||
CS133739|BOMBIN INFERIOR CLUTCH TUCSON/ELAN POWER K|TUCSO|00047|0.0000|14.6300|6.5800|KOREA|||
21310-02550-SEO|BOMBA ACEITE KIA PICANTO SEONG|PICAN|00062|0.0000|49.6700|13.9500|CHINA|||
25100-22032-SEO|BOMBA AGUA TUCSON SEONG|TUCSO|00062|0.0000|19.5600|6.8000|CHINA|||
25100-2X200-SEO|BOMBA AGUA KIA RIO STYLUS SEONG|RIO|00062|0.0000|32.0000|8.8500|CHINA|||
25100-02566-SEO|BOMBA AGUA KIA PICANTO SEONG|PICAN|00062|0.0000|18.4000|6.3300|CHINA|||
25100-26902-SEO|BOMBA AGUA GETZ 1.6 SEONG|ELGTZ|00062|0.0000|19.5600|6.3300|CHINA|||
KITTUCSTD|KIT PISTON Y ANILLO TUCSON STD|TUCSO|00062|0.0000|64.3800|15.9500|CHINA|||
KITTUC020|KIT PISTON Y ANILLO TUCSON 0.20 (0.50)|TUCSO|00062|0.0000|66.9500|15.9500|CHINA|||
23040-26160-075|JGO. ANILLO GETZ 1.6 0.30 (0.75) FINO|ELGTZ|00004|0.0000|17.5300|8.9500|KOREA|||
21310-22010|BOMBA ACEITE ACCENT 1.3/1.5|ACCEN|00143|0.0000|60.1300|29.3300|KOREA|||
25100-21000|BOMBA AGUA ACCENT 1.3/1.5|ACCEN|00143|0.0000|23.9600|11.6900|KOREA|||
KK1YO-11SHX-100|JGO. CONCHA BANCADA KIA RIO 0.40 (1.00)|RIO|00108|0.0000|10.5200|5.1300|CHINA|||
KK1YO-11SH0-025|JGO. CONCHA BANCADA KIA RIO 0.10 (0.25)|RIO|00108|0.0000|8.9200|4.5400|CHINA|||
KK1YO-11SHY-075|JGO. CONCHA BANCADA KIA RIO 0.30 (0.75)|RIO|00108|0.0000|8.9200|4.5400|CHINA|||
OK3Y0-11SFY-075|JGO. CONCHA BIELA KIA RIO 0.30 (0.75)|RIO|00108|0.0000|6.9000|3.5200|CHINA|||
KDX50-32-240|ROTULA KIA RIO STYLUS|RIO|00143|0.0000|11.6400|4.0700|KOREA|||
57755-1C000|ROTULA GETZ|ELGTZ|00002|0.0000|9.9900|3.4500|KOREA|||
26300-2Y500|FILTRO ACEITA KIA RIO MOBIS|RIO|00004|0.0000|3.3500|1.5100|KOREA|||
DAC39740034/36|RODAMIENTO DELANTERO ELANTRA XD|ELGTZ|00141|0.0000|12.6300|6.6300|KOREA|||
G22045111L|AMORT. DEL. KIA RIO STYLUS LH|RIO|00130|0.0000|59.5500|27.3200|KOREA|||
G22045111R|AMORT. DEL. KIA RIO STYLUS RH|RIO|00130|0.0000|59.5500|27.3200|KOREA|||
G22048018LT|AMORT. DEL. HYUNDAI GETZ LH|ELGTZ|00130|0.0000|57.9500|27.3200|KOREA|||
G22048018RT|AMORT. DEL. HYUNDAI GETZ RH|GETZ|00130|0.0000|57.9500|27.3200|KOREA|||
23410-23942-STD|JGO. PISTON TUCSON STD SEONG|TUCSO|00062|0.0000|42.3300|13.7000|CHINA|||
23410-23942-050|JGO. PISTON TUCSON 0.20 (0.50) 2.5mm|TUCSO|00062|0.0000|52.1900|13.7000|CHINA|||
KITPISTUCKO020|KIT PISTON Y ANILLO TUCSON 0.20(0.50) SEONG KOBIS|TUCSO|00053|0.0000|77.1700|24.3000|CHINA|||
KITPISTUCKOSTD|KIT PISTON Y ANILLO TUCSON STD SEONG KOBIS|TUCSO|00053|0.0000|77.1700|24.3000|CHINA|||
94460-22020|FLOTANTE GASOLINA ACCENT|ACCEN|00108|0.0000|17.7900|7.7800|CHINA|||
0K30A-13480-K|FILTRO GASOLINA KIA RIO 1.5 KOREA|RIO|00002|0.0000|4.0700|1.9600|KOREA|||
23040-22300-050|JGO. ANILLO ACCENT 1.3 0.50|ACCEN|00108|0.0000|17.1400|8.3800|CHINA|||
23040-22300-STD|JGO. ANILLO ACCENT 1.3 STD|ACCEN|00108|0.0000|17.1400|8.3800|CHINA|||
OK3Y0-SE0-STD|JGO. CONCHA BIELA KIA RIO STD|RIO|00108|0.0000|6.6100|3.5200|CHINA|||
DAC458439/41|RODAMIENTO DELANTERO TUCSON|TUCSO|00141|0.0000|16.7800|8.9000|KOREA|||
0K30E-12111-JGO|JGO. VALVULA ADMISION KIA RIO 8PCS|RIO|00108|0.0000|13.8500|7.3500|CHINA|||
0K30E-12121-JGO|JGO. VALVULA ESCAPE KIA RIO 8 PCS|RIO|00108|0.0000|13.8500|7.3500|CHINA|||
51720-29400|RODAMIENTO DELANTERO PIC/GETZ UNION|PICAN|00126|0.0000|19.2800|5.7600|KOREA|||
25215-4Z100|FAN CLUTCH PREGIO|PREGI|00002|0.0000|83.0200|14.5500|KOREA|||
0K74R-23-603|FILTRO AIRE KIA PREGIO 3.0|PREGI|00007|0.0000|10.9800|3.2800|KOREA|||
0K60C-23-570|FILTRO GASOIL KIA PREGIO 3.0/H100|PREGI|00002|0.0000|8.1300|2.5900|KOREA|||
KIK-015|KIT DE EMBRAGUE KIA PREGIO 3.0|PREGI|00052|0.0000|155.6200|48.0400|KOREA|||
0K79A-13-341|MANGUERA PURIFICADOR KIA PREGIO 3.0|PREGI|00002|0.0000|28.2300|10.0200|KOREA|||
0K72A-34200-A|MESETA SUPERIOR KIA PREGIO 3.0|PREGI|00169|0.0000|59.2700|17.7000|KOREA|||
0K65D-12111-GMP|VALVULA ADMISION KIA PREGIO 3.0|PREGI|00005|0.0000|4.8800|1.6000|KOREA|||
0K65A-12121-GMP|VALVULA ESCAPE KIA PREGIO 3.0|PREGI|00005|0.0000|5.8400|1.9100|KOREA|||
0K75A-10100|CAMARA KIA PREGIO 3.0|PREGI|00140|0.0000|490.0000|142.0800|KOREA|||
23040-4Z910-SEO|JGO. ANILLOS PREGIO 3.0 SEONG|PREGI|00062|0.0000|28.0000|11.9000|CHINA|||
0K7Z1-11SA0-SEO|JGO. PISTON KIA PREGIO 3.0 SEONG|PREGI|00062|0.0000|102.9600|52.0000|CHINA|||
0K75A-11-201C-S|KIT PASADOR PISTON PREGIO 3.0 SEONG|PREGI|00062|0.0000|23.7100|4.5000|CHINA|||
0K65A14100E-SEO|BOMBA ACEITE KIA PREGIO 3.0 SEONG|PREGI|00062|0.0000|52.5000|21.0000|CHINA|||
23510-4Z100-SEO|BRAZO BIELA KIA PREGIO 2.7 SEONG|PREGI|00062|0.0000|24.8500|11.1000|CHINA|||
0K75B-18140-SEO|JGO. BUJIA KIA PREGIO 3.0 SEONG|PREGI|00062|0.0000|10.5000|4.2000|CHINA|||
0K75A-10311B-SE|JGO. CAMISA KIA PREGIO 3.0 SEONG|PREGI|00062|0.0000|125.8500|25.0000|CHINA|||
23110-4X000-SEO|CIGUENAL KIA PREGIO 3.0 SEONG|OFERT|00062|0.0000|153.5000|79.0000|CHINA|||
0K6Z2-11SH0-SEO|JGO. CONCHA BANCADA PREGIO 0.10(0.25)SEONG|PREGI|00062|0.0000|8.7600|4.5000|CHINA|||
0K6Z2-11SG0-SEO|JGO. CONCHA BANCADA PREGIO STD SEONG|PREGI|00062|0.0000|8.7600|4.5000|CHINA|||
0VNY-11SF0-SEON|JGO. CONCHA BIELA PREGIO 0.10(0.25) SEONG|PREGI|00062|0.0000|5.0500|2.5000|CHINA|||
0K6Z1-11SE0-SEO|JGO. CONCHA BIELA PREGIO STD 3.0 SEONG|PREGI|00062|0.0000|5.0500|2.5000|CHINA|||
25215-4Z020-SEO|CORREA ALTERNADOR KIA PREGIO SEONG|PREGI|00062|0.0000|10.2900|2.2000|CHINA|||
0K75A10271-SEON|EMPACADURA CAMARA KIA PREGIO 3.0 SEONG|PREGI|00062|0.0000|5.9800|1.9500|CHINA|||
25215-4Z200|FAN CLUTCH S/ASPA PREGIO 3.0|PREGI|00062|0.0000|39.9000|15.1000|CHINA|||
0K6A1-10155-SEO|JGO. GOMA VALVULA KIA PREGIO SEONG|PREGI|00062|0.0000|4.8200|1.2000|CHINA|||
0K65A-10104A-SE|JGO. GUIA VALVULA KIA PREGIO 3.0 SEONG|PREGI|00062|0.0000|18.0800|5.3000|CHINA|||
0K65D-12111-121|JGO. VALVULA ADM Y ESC PREGIO 3.0|PREGI|00062|0.0000|30.5300|8.9500|CHINA|||.
0K72C-13100B-SE|MULTIPLE ADMISION KIA PREGIO 3.0 SEONG|PREGI|00062|0.0000|56.7500|12.1800|CHINA|||
0K72A-34200A-SE|MESETA KIA PREGIO|PREGI|00118|0.0000|50.9900|17.8000|CHINA|||
0K75A-39040-KP|BASE CAJA KIA PREGIO KP|Z0001|00062|0.0000|10.9300|3.5000|CHINA|||
41412-4Z000-SEO|COLLARIN KIA PREGIO 3.0 KP|PREGI|00118|0.0000|9.9000|3.1800|CHINA|||
KITCLUPRE-KP|KIT EMBRAGUE KIA PREGIO 3.0 KP|PREGI|00118|0.0000|78.1300|26.5000|CHINA|||
0K74R-23603-SEO|FILTRO DE AIRE KIA PREGIO 3.0|PREGI|00062|0.0000|8.8900|3.3500|CHINA|||
0K60C-23570-SEO|FILTRO GASOIL KIA PREGIO 3.0 SEONG|PREGI|00062|0.0000|6.7400|2.3000|CHINA|||
0K79A-13341-SEO|MANGUERA PURIFICADOR KIA PREGIO SEONG|PREGI|00062|0.0000|14.6000|5.6000|CHINA|||
0K65B-10220-SEO|TAPA VALVULA KIA PREGIO SEONG|PREGI|00062|0.0000|29.1000|11.3000|CHINA|||
41610-1C010-CH|BOMBA CLUTCH SUP. GETZ|GETZ|00108|0.0000|26.3300|10.6200|CHINA|||
S08-41-990|BOMBA CLUTCH SUP. PREGIO EMP. OR|PREGI|00108|0.0000|25.4900|11.4200|CHINA|||
57724-07000-CH|ROTULA KIA PICANTO|PICAN|00055|0.0000|12.2800|4.2800|KOREA|||
22231-37110|TAQUETE GETZ - PAQ 8 PCS|GETZ|00108|0.0000|50.6800|22.7200|CHINA|||
31911-2D000-CH|FILTRO GASOLINA ELANTRA CAP|ELGTZ|00055|0.0000|7.6200|3.4200|KOREA|||
0K30A-13-480-K|FILTRO GASOLINA KIA RIO CAP|RIO|00055|0.0000|4.3900|1.9600|KOREA|||
31112-2E000-CH|FILTRO GASOLINA TUCSON/SPORTAGE CAP|TUCSO|00055|0.0000|9.8400|4.4100|KOREA|||
23410-26501-075|JGO. PISTON GETZ 1.6 0.75|GETZ|00077|0.0000|55.8100|21.8600|KOREA|||
KITPISGETZ050|KIT PISTON Y ANILLO GETZ 1.6 0.20(050)|GETZ|00050|0.0000|77.9800|29.5000|KOREA|||
KITMOTORPREGIO|KIT MOTOR PREGIO *CAMISAS,ANILLO,PISTON*|PREGI|00062|0.0000|309.4600|84.5000|CHINA|||
MZ-53MR|PUNTA TRIPOIDE KIA PICANTO|PICAN|00131|0.0000|29.6600|13.3900|KOREA|||
