numdevo|cliente|nomcli|emision|estatus|numfac|tot_devo|codven|almacen
DV000807|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20251128|OK||16.8000|01|01
DV000808|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20251128|OK||15.0000|01|01
DV000809|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20251128|OK||57.8800|01|01
DV000810|00000060|REPUESTOS COVECA CA|20251128|OK||103.7800|01|01
DV000811|00000393|CARS PARTS SUR, C.A|20251202|OK||0.0000|04|01
DV000812|00000429|STOCK CAR AUTO PARTS, C.A (STOCK CAR AUTO PARTS, C.A)|20251217|OK||65.0500|04|01
DV000813|00000095|AUTO REPUESTOS PICHA, C.A.|20251217|OK||959.7000|34|01
DV000814|00000393|CARS PARTS SUR, C.A|20251217|OK||0.0000|04|01
DV000815|00000745|SUMINISTROS ASTUME CA|20251217|OK||0.0000|12|01
DV000816|00000854|MULTISERVICIOS LOS CHAMPU SILVA, F.P.|20251217|OK||0.0000|33|01
DV000817|00000754|AUTOMASTER HM, C.A|20251217|OK||0.0000|02|01
DV000818|00000846|AUTO REPUESTOS ACARIGUA IMPORTS C.A|20251217|OK||0.0000|38|01
DV000819|00000403|G.C AUTOPARTES C.A|20251217|OK||0.0000|19|01
DV000820|00000415|DEYKORE, C.A. (DEYKORE .CA)|20251217|OK||0.0000|19|01
DV000821|00000753|PEDRO CONTRERAS|20251218|OK||0.0000|19|01
DV000822|00000443|CORPORACION HEROF C.A.|20251218|OK||0.0000|19|01
DV000823|00000443|CORPORACION HEROF C.A.|20251218|OK||0.0000|19|01
DV000824|00000046|SURTIDORA DE RESPUESTOS KOREANOS,C.A.|20251218|OK||0.0000|02|01
DV000825|00000555|AUTO REPUESTOS MODICA, C.A (AUTO REPUESTOS MODICA, C.A)|20251218|OK||0.0000|02|01
DV000826|00000016|DISTRIBUIDORA CHINA CAR, C.A.|20251218|OK||0.0000|02|01
DV000827|00000794|ROBERTO DAVID PERDOMO TERAN(AUTOPARTES LA COMPETENCIA DE ROBERTO PERDOMO, F.P)|20251218|OK||149.3900|04|01
DV000828|00000193|EUROASIATICOS, C.A|20251218|OK||0.0000|12|01
DV000829|00000100|EL REY DEL KIA 2013, C.A.|20251218|OK||0.0000|25|01
