CODMOVART|FECHA_MOV|TIPINV|CANTIDAD|ALMACEN|NUMDOC
23060-2B000|1/3/2024|SA|2|01|D0010922
41510-07120-PMC|1/3/2024|SA|2|01|D0010923
25100-02566-SEO|1/3/2024|SA|2|01|D0010923
21030-3C100|1/3/2024|SA|5|01|D0010923
54430-3F600-SE|1/3/2024|SA|10|01|D0010923
39180-2B000|1/3/2024|SA|1|01|D0010923
39310-3C100|1/3/2024|SA|2|01|D0010923
24100-02200-SEO|1/3/2024|SA|2|01|D0010923
54830-07000-KP|1/3/2024|SA|6|01|D0010923
54840-07000-KP|1/3/2024|SA|6|01|D0010923
22100-02766-SEO|1/3/2024|SA|2|01|D0010923
23111-02812-SEO|1/3/2024|SA|2|01|D0010923
23120-02570-K|1/3/2024|SA|2|01|D0010923
KITPIC020|1/3/2024|SA|2|01|D0010923
KITPICSTD|1/3/2024|SA|2|01|D0010923
23141-02610|1/3/2024|SA|10|01|D0010923
23124-02201-SEO|1/3/2024|SA|2|01|D0010923
23510-4Z100-SE|1/3/2024|SA|8|01|D0010923
0K74R-23-603|1/3/2024|SA|1|01|D0010923
0K60C-23570-SEO|1/3/2024|SA|10|01|D0010924
0K72B-13850E-SE|1/3/2024|SA|10|01|D0010924
0K79A-13341-SEO|1/3/2024|SA|5|01|D0010924
0K72A-32240|1/3/2024|SA|2|01|D0010924
0VS0110137A|1/3/2024|SA|16|01|D0010924
0K30E-12420A-SE|1/3/2024|SA|2|01|D0010924
21810-FD060-KP|1/3/2024|SA|5|01|D0010924
0K30F-14100D|1/3/2024|SA|1|01|D0010924
25100-2X200-SEO|1/3/2024|SA|2|01|D0010924
57700-FD201-SEO|1/3/2024|SA|5|01|D0010924
0K30E-10100-SEO|1/3/2024|SA|2|01|D0010924
0K2A116510-OEM|1/3/2024|SA|2|01|D0010924
0K30E-18140-SE|1/3/2024|SA|2|01|D0010924
KITRIO020|1/3/2024|SA|2|01|D0010924
KITRIOSTD|1/3/2024|SA|1|01|D0010924
0K30C-59560-KP|1/3/2024|SA|2|01|D0010924
51715-FD000-KP|1/3/2024|SA|2|01|D0010924
51716-FD000-KP|1/3/2024|SA|2|01|D0010924
21522-2X000-SEO|1/3/2024|SA|20|01|D0010925
24410-2X701-SE|1/3/2024|SA|4|01|D0010925
21830-2B600-SE|1/3/2024|SA|1|01|D0010925
21310-37100-SEO|1/3/2024|SA|1|01|D0010925
23510-3E101-SEO|1/3/2024|SA|2|01|D0010925
24350-3E000-SE|1/3/2024|SA|1|01|D0010925
28113-2B000|1/3/2024|SA|4|01|D0010925
24432-37000-SE|1/3/2024|SA|5|01|D0010925
24431-37100-SE|1/3/2024|SA|4|01|D0010925
KITSPORT020|1/3/2024|SA|2|01|D0010925
KITSPORTSTD|1/3/2024|SA|2|01|D0010925
82651-1F000-KP|1/3/2024|SA|2|01|D0010925
25281-3E000-SE|1/3/2024|SA|3|01|D0010925
25281-37120-SE|1/3/2024|SA|3|01|D0010925
35170-37100-SE|1/3/2024|SA|4|01|D0010925
25460-37101|1/3/2024|SA|5|01|D0010925
21910-2E002-KP|1/3/2024|SA|10|01|D0010925
21930-2E300-SEO|1/3/2024|SA|10|01|D0010925
25100-22032-SEO|1/3/2024|SA|2|01|D0010926
41610-2E005-K|1/3/2024|SA|2|01|D0010926
41610-2E005-SEO|1/3/2024|SA|4|01|D0010926
23510-23700-SEO|1/3/2024|SA|4|01|D0010926
25620-23501-SEO|1/3/2024|SA|12|01|D0010926
24350-23800-K|1/3/2024|SA|2|01|D0010926
24431-23500-SEO|1/3/2024|SA|25|01|D0010926
KITTUC030|1/3/2024|SA|2|01|D0010926
KITTUCSTD|1/3/2024|SA|1|01|D0010926
HDK-110|1/3/2024|SA|1|01|D0010927
54813-3K100|1/3/2024|SA|10|01|D0010927
2750126D00|1/3/2024|SA|6|01|D0010927
546102E000-DHM|1/3/2024|SA|6|01|D0010927
21930-1C130|1/3/2024|SA|3|01|D0010927
25100-26550-PMC|1/3/2024|SA|2|01|D0010927
25100-37202|1/3/2024|SA|1|01|D0010927
25100-23010-PMC|1/3/2024|SA|2|01|D0010927
57100-2E000|1/3/2024|SA|2|01|D0010927
54584-2E000|1/3/2024|SA|10|01|D0010927
26320-3C100|1/3/2024|SA|6|01|D0010927
20910-02H00|1/3/2024|SA|1|01|D0010927
25412-2E100|1/3/2024|SA|6|01|D0010927
51760-2E000-K|1/3/2024|SA|6|01|D0010927
57755-1C000|1/3/2024|SA|6|01|D0010927
25631-23501|1/3/2024|SA|2|01|D0010928
224312-23400-BA|1/3/2024|SA|1|01|D0010928
KKBK-113RU25.4|1/3/2024|SA|2|01|D0010928
21310-3E100|1/3/2024|SA|1|01|D0010928
24432-37000-SE|1/3/2024|SA|1|01|D0010928
41610-2E005-K|1/3/2024|SA|1|01|D0010928
24431-23500-SEO|1/3/2024|SA|2|01|D0010928
24255-23800-SE|1/3/2024|SA|1|01|D0010928
21310-37100-PMC|1/3/2024|SA|1|01|D0010931
0B37C-10602A|1/3/2024|SA|6|01|D0010933
22231-37100|1/3/2024|SA|1|01|D0010933
0K30E-10602|1/3/2024|SA|6|01|D0010933
22410-26610-K|1/3/2024|SA|2|01|D0010933
24521-22010-SEO|1/3/2024|SA|1|01|D0010933
25461-22024-SE|1/3/2024|SA|3|01|D0010933
31911-2D000|1/3/2024|SA|2|01|D0010933
51750-2D000-K|1/3/2024|SA|2|01|D0010933
25330-2E000-AM|1/3/2024|SA|4|01|D0010933
41421-39275-K|1/3/2024|SA|1|01|D0010933
25620-23501-SEO|1/3/2024|SA|2|01|D0010933
37301-3C000|1/3/2024|SA|2|01|D0010930
22441-22012-K|1/3/2024|SA|10|01|D0010930
82650-2E020|1/3/2024|SA|2|01|D0010930
24810-26020|1/3/2024|SA|3|01|D0010930
24810-23050|1/3/2024|SA|3|01|D0010930
24521-22010-SEO|1/3/2024|SA|1|01|D0010930
39180-22090-SE|1/3/2024|SA|2|01|D0010930
24810-26020-SE|1/3/2024|SA|3|01|D0010930
24410-26000-SE|1/3/2024|SA|6|01|D0010930
41600-4H100-SEO|1/3/2024|SA|1|01|D0010930
41700-4A101-SE|1/3/2024|SA|1|01|D0010930
105RU22|1/3/2024|SA|2|01|D0010930
25620-26160|1/3/2024|SA|1|01|D0010930
21830-2B600-SE|1/3/2024|SA|1|01|D0010930
21811-2B000-SE|1/3/2024|SA|1|01|D0010930
21910-2E002-DHM|1/3/2024|SA|2|01|D0010930
21930-2E300-SEO|1/3/2024|SA|2|01|D0010930
25330-2E000|1/3/2024|SA|6|01|D0010930
51715-2D310|1/3/2024|SA|4|01|D0010935
54840-4H000|1/3/2024|SA|6|01|D0010935
54830-4H000|1/3/2024|SA|6|01|D0010935
54830-3L000|1/3/2024|SA|6|01|D0010935
37301-3C000|1/3/2024|SA|10|01|D0010935
57100-2E000|1/3/2024|SA|1|01|D0010935
31110-4D600|1/3/2024|SA|1|01|D0010935
0K30E-10100|1/3/2024|SA|1|01|D0010935
51712-1C000|1/3/2024|SA|4|01|D0010935
58129-44010|1/3/2024|SA|2|01|D0010935
0K79A-17201|1/3/2024|SA|1|01|D0010935
0K75A-10311B-SE|1/3/2024|SA|1|01|D0010935
K0AJ210270|1/3/2024|SA|1|01|D0010935
25412-2F800|1/3/2024|SA|2|01|D0010935
25412-2D150|1/3/2024|SA|2|01|D0010935
0K60A-15-185|1/3/2024|SA|2|01|D0010935
25412-26010|1/3/2024|SA|2|01|D0010935
25411-2C150|1/3/2024|SA|2|01|D0010935
25310-2D010|1/3/2024|SA|1|01|D0010936
0K30A-18-891-K|1/3/2024|SA|1|01|D0010936
25411-26100|1/3/2024|SA|2|01|D0010936
25411-2E200|1/3/2024|SA|2|01|D0010936
0K77P-15200B|1/3/2024|SA|2|01|D0010936
25310-2E400|1/3/2024|SA|1|01|D0010936
39210-3C100|1/3/2024|SA|1|01|D0010936
39210-3C400|1/3/2024|SA|1|01|D0010936
39250-3E120|1/3/2024|SA|1|01|D0010936
39210-37543|1/3/2024|SA|1|01|D0010936
25441-26100|1/3/2024|SA|6|01|D0010936
24350-3E000-SE|1/3/2024|SA|2|01|D0010936
21811-4A200-SE|1/3/2024|SA|2|01|D0010937
21310-3C300|4/3/2024|SA|2|01|D0010938
25412-2E200|4/3/2024|SA|1|01|D0010938
25412-26010|4/3/2024|SA|1|01|D0010938
25411-26100|4/3/2024|SA|1|01|D0010938
25411-2E200|4/3/2024|SA|1|01|D0010938
24312-2X000-BA|4/3/2024|SA|2|01|D0010940
HDK-073-KP|4/3/2024|SA|2|01|D0010940
HDK-174-KP|4/3/2024|SA|2|01|D0010940
24410-2X701-SE|4/3/2024|SA|3|01|D0010940
219302D101|1/3/2024|SA|3|01|D0010934
57100-2E000|1/3/2024|SA|1|01|D0010934
58305-1CA00|1/3/2024|SA|2|01|D0010934
24810-26020|1/3/2024|SA|2|01|D0010934
23510-26030-SEO|1/3/2024|SA|2|01|D0010934
HDK-174-KP|1/3/2024|SA|1|01|D0010934
3PK675-MITSU|1/3/2024|SA|8|01|D0010934
105RU22|1/3/2024|SA|10|01|D0010934
207YU32|1/3/2024|SA|1|01|D0010934
23510-23700-SEO|1/3/2024|SA|1|01|D0010934
224312-23400-BA|1/3/2024|SA|4|01|D0010934
57100-4E001|4/3/2024|SA|2|01|D0010941
0K30A-18891-DHM|4/3/2024|SA|6|01|D0010942
22441-37110|4/3/2024|SA|10|01|D0010942
54584-2E000|4/3/2024|SA|10|01|D0010942
54584-38010|4/3/2024|SA|6|01|D0010942
8263033001|4/3/2024|SA|10|01|D0010942
25441-26100|4/3/2024|SA|10|01|D0010942
51715-FD000-KP|4/3/2024|SA|4|01|D0010942
51716-FD000-KP|4/3/2024|SA|4|01|D0010942
54610-2B000|4/3/2024|SA|4|01|D0010942
24255-23800-SE|4/3/2024|SA|2|01|D0010942
0K72A-34-510A|1/3/2024|SA|2|01|D0010929
KITCLUPRE-KP|1/3/2024|SA|1|01|D0010929
0K65A14100E|1/3/2024|SA|1|01|D0010929
01358-27165|1/3/2024|SA|2|01|D0010929
0K75B3328Z-PMC|1/3/2024|SA|1|01|D0010929
